clean_address,crime_count,most_frequent_crime
LAKEVIEW AV     ,96,SIMPLE ASSAULT
LAKEVIEW AVE,13,SIMPLE ASSAULT
LAKEVIEW AVE    ,44,SIMPLE ASSAULT
LAMBRETH LN,7,BURGLARY
LAMBRETH LN     ,18,LARCENY
LAMSON ST,6,BURGLARY
LAMSON ST     ,11,SIMPLE ASSAULT
LANCASTER,13,SIMPLE ASSAULT
LANCASTER AV,36,LARCENY
LANCASTER AV ,1,LARCENY
LANCASTER AV   ,26,LARCENY
LANCASTER AV     ,66,LARCENY
LANCASTER AVE,2,ALL OTHER OFFENSES
LANCASTER AVE  ,1,LARCENY
LANCASTER AVE    ,36,CRIMINAL MISCHIEF
LANDON,4,SIMPLE ASSAULT
LANDON        ,2,CRIMINAL MISCHIEF
LANDON AV,13,POSSESSION/MARIJUANA
LANDON AV   ,2,LARCENY
LANDON AV     ,26,CRIMINAL MISCHIEF
LANDON AV & W BEARD AV    ,1,MV THEFT
LANDON AVE,3,CRIMINAL MISCHIEF
LANDON AVE    ,6,SIMPLE ASSAULT
LATIMER TER,4,POSSESSION/MARIJUANA
LATIMER TER  ,1,MV THEFT
LATIMER TER    ,23,LARCENY
LATTER DR,2,CRIMINAL MISCHIEF
LATTER DR     ,6,CRIMINAL MISCHIEF
LAUREL ST,1,LARCENY
LAWRENCCE ST,1,SIMPLE ASSAULT
LAWRENCE ST,23,SIMPLE ASSAULT
LAWRENCE ST   ,2,LARCENY
LAWRENCE ST     ,83,SIMPLE ASSAULT
LE MOYNE AV     ,1,CRIMINAL MISCHIEF
LEA LN,13,SIMPLE ASSAULT
LEA LN   ,1,LARCENY
LEA LN     ,28,CRIMINAL MISCHIEF
LEAVENWORTH,2,CRIMINAL MISCHIEF
LEAVENWORTH AV,1,ALL OTHER OFFENSES
LEAVENWORTH AV   ,2,LARCENY
LEAVENWORTH AV     ,10,LARCENY
LEAVENWORTH AVE    ,3,LARCENY
LEMOYNE,18,SIMPLE ASSAULT
LEMOYNE        ,4,CRIMINAL MISCHIEF
LEMOYNE AV,54,SIMPLE ASSAULT
LEMOYNE AV ,2,LARCENY
LEMOYNE AV   ,21,AGGRAVATED ASSAULT
LEMOYNE AV     ,132,SIMPLE ASSAULT
LEMOYNE AVE,11,CRIMINAL MISCHIEF
LEMOYNE AVE    ,35,CRIMINAL MISCHIEF
LEMOYNE ST     ,2,LARCENY
LEMYONE AV     ,1,SIMPLE ASSAULT
LENNOX AV,1,LARCENY
LENNOX AV     ,2,BURGLARY
LENNOX AVE,1,SIMPLE ASSAULT
LENNOX AVE    ,1,CRIMINAL MISCHIEF
LENOX AV     ,2,FRAUD
LEON ST,1,SIMPLE ASSAULT
LEON ST     ,14,BURGLARY
LEONARD AV     ,1,LARCENY
LEWIS ST,3,SIMPLE ASSAULT
LEWIS ST     ,19,CRIMINAL MISCHIEF
LEWISTON DR     ,4,LARCENY
LEXINGTON,5,CRIMINAL MISCHIEF
LEXINGTON        ,1,SIMPLE ASSAULT
LEXINGTON AV,24,SIMPLE ASSAULT
LEXINGTON AV   ,9,BURGLARY
LEXINGTON AV     ,73,SIMPLE ASSAULT
LEXINGTON AVE,3,SIMPLE ASSAULT
LEXINGTON AVE  ,1,LARCENY
LEXINGTON AVE    ,16,CRIMINAL MISCHIEF
LEXINGTON AVE @ WESTMOREL        ,1,ALL OTHER OFFENSES
LEXINTON AV     ,1,LARCENY
LIBERTY ST,14,CRIMINAL MISCHIEF
LIBERTY ST     ,47,LARCENY
LIBERTY ST & EDISON ST        ,1,ROBBERY
LIBERTY ST & RICHMOND AV    ,1,MV THEFT
LIBERY ST,1,CRIMINAL MISCHIEF
LIGHT CT,15,OFFN AGAINST FAMILY
LIGHT CT     ,28,CRIMINAL MISCHIEF
LILAC ST,57,SIMPLE ASSAULT
LILAC ST   ,2,AGGRAVATED ASSAULT
LILAC ST     ,88,SIMPLE ASSAULT
LILAC ST & POND ST        ,1,AGGRAVATED ASSAULT
LILIAN AV     ,1,MV THEFT
LILLIAN,2,CRIMINAL MISCHIEF
LILLIAN        ,1,POSSESSION/USE DANGEROUS WEAPONS
LILLIAN AV,15,SIMPLE ASSAULT
LILLIAN AV   ,5,MV THEFT
LILLIAN AV     ,30,LARCENY
LILLIAN AVE,2,FRAUD
LILLIAN AVE    ,20,SIMPLE ASSAULT
LIME ST,9,SIMPLE ASSAULT
LIME ST     ,14,CRIMINAL MISCHIEF
LINCOLN,11,SIMPLE ASSAULT
LINCOLN        ,6,OFFN AGAINST FAMILY
LINCOLN AV,41,POSSESSION/MARIJUANA
LINCOLN AV ,1,MURDER
LINCOLN AV   ,15,AGGRAVATED ASSAULT
LINCOLN AV     ,55,SIMPLE ASSAULT
LINCOLN AVE,6,CRIMINAL MISCHIEF
LINCOLN AVE  ,1,MV THEFT
LINCOLN AVE    ,22,CRIMINAL MISCHIEF
LINCOLN PARK DR,16,CRIMINAL MISCHIEF
LINCOLN PARK DR     ,30,CRIMINAL MISCHIEF
LINCOLN PK     ,1,CRIMINAL MISCHIEF
LINDEN ST     ,1,SIMPLE ASSAULT
LINDWELL TER    ,1,AGGRAVATED ASSAULT
LINWELL TER,6,CRIMINAL MISCHIEF
LINWELL TER    ,7,LARCENY
LINWILL TER,9,SIMPLE ASSAULT
LINWILL TER  ,2,LARCENY
LINWILL TER    ,47,LARCENY
LINWILL TERR ,1,MURDER
LIVERPOOL FROM NB I  RAMP,1,DRIVING UNDER INFLUENCE
LIVERPOOL TO HIAWATHA BLVD RAMP   ,1,ALL OTHER OFFENSES
LIVINGSTON,2,BURGLARY
LIVINGSTON        ,1,BURGLARY
LIVINGSTON AV,27,LARCENY
LIVINGSTON AV ,3,LARCENY
LIVINGSTON AV   ,24,LARCENY
LIVINGSTON AV     ,33,LARCENY
LIVINGSTON AVE,6,CRIMINAL MISCHIEF
LIVINGSTON AVE    ,22,LARCENY
LIVINGTON AV     ,3,LARCENY
LOCK AL     ,1,MV THEFT
LOCKSLEY RD     ,1,CRIMINAL MISCHIEF
LOCKWOOD RD,1,LARCENY
LOCKWOOD RD     ,7,LARCENY
LOCUM AV,1,POSSESSION/MARIJUANA
LODI  REAR ST     ,1,CRIMINAL MISCHIEF
LODI AND BEAR        ,1,SIMPLE ASSAULT
LODI AND JAMES ST,1,CRIMINAL MISCHIEF
LODI AND POND ST     ,1,CRIMINAL MISCHIEF
LODI ST,240,SIMPLE ASSAULT
LODI ST   ,11,LARCENY
LODI ST     ,563,SIMPLE ASSAULT
LODI ST   E ,1,SIMPLE ASSAULT
LODI ST   N,1,LARCENY
LODI ST & GERTRUDE ST    ,1,MV THEFT
LODI ST @ COURT ST,1,POSSESSION/MARIJUANA
LOEHR AV,3,CRIMINAL MISCHIEF
LOEHR AV   ,1,MV THEFT
LOEHR AV     ,8,SIMPLE ASSAULT
LOEHR AVE,2,SIMPLE ASSAULT
LOEHR AVE    ,5,SIMPLE ASSAULT
LOHER AV,1,SIMPLE ASSAULT
LOMA        ,1,CRIMINAL MISCHIEF
LOMA AV,1,MV THEFT
LOMA AV ,1,MV THEFT
LOMA AV   ,4,MV THEFT
LOMA AV     ,11,LARCENY
LOMA AVE    ,6,CRIMINAL MISCHIEF
LOMBARD AV,8,OFFN AGAINST FAMILY
LOMBARD AV ,1,ROBBERY
LOMBARD AV   ,1,BURGLARY
LOMBARD AV     ,4,ALL OTHER OFFENSES
LOMBARD ST,1,SIMPLE ASSAULT
LONGMEADOW CIR    ,1,BURGLARY
LONGMEADOW DR,3,ALL OTHER OFFENSES
LONGMEADOW DR     ,13,CRIMINAL MISCHIEF
LOOMIS AV,9,ALL OTHER OFFENSES
LOOMIS AV   ,4,BURGLARY
LOOMIS AV     ,15,BURGLARY
LOOMIS AVE,1,CRIMINAL MISCHIEF
LOOMIS AVE    ,6,CRIMINAL MISCHIEF
LORRAINE,4,SIMPLE ASSAULT
LORRAINE        ,1,SIMPLE ASSAULT
LORRAINE      N,1,LARCENY
LORRAINE AV,7,CRIMINAL MISCHIEF
LORRAINE AV   ,2,LARCENY
LORRAINE AV     ,14,BURGLARY
LORRAINE AV N ,1,MV THEFT
LORRAINE AVE    ,12,CRIMINAL MISCHIEF
LORRAINE AVE  N,2,CRIMINAL MISCHIEF
LORRAINE AVE  N ,2,CRIMINAL MISCHIEF
LOWER ONONDAGA PARK DR ,1,MURDER
LOWER ONONDAGA PARK DR     ,1,ALL OTHER OFFENSES
LUDDINGTON ST,4,SIMPLE ASSAULT
LUDDINGTON ST   ,1,LARCENY
LUDDINGTON ST     ,16,LARCENY
LYDELL RD,1,CRIMINAL MISCHIEF
LYDELL ST,14,SIMPLE ASSAULT
LYDELL ST     ,43,CRIMINAL MISCHIEF
LYELL AV,1,FRAUD
LYNCH AV,8,CRIMINAL MISCHIEF
LYNCH AV   ,6,MV THEFT
LYNCH AV     ,13,LARCENY
LYNCH AVE,4,CRIMINAL MISCHIEF
LYNCH AVE    ,2,CRIMINAL MISCHIEF
LYNCH ST,1,BURGLARY
LYNCH ST   ,3,AGGRAVATED ASSAULT
LYNCH ST     ,2,LARCENY
LYNN CIR,1,SIMPLE ASSAULT
LYNN CIR    ,8,BURGLARY
LYNWOOD,1,SIMPLE ASSAULT
LYNWOOD        ,1,OFFN AGAINST FAMILY
LYNWOOD AV,5,SIMPLE ASSAULT
LYNWOOD AV   ,2,LARCENY
LYNWOOD AV     ,10,CRIMINAL MISCHIEF
LYNWOOD AVE,1,SIMPLE ASSAULT
LYNWOOD AVE    ,5,CRIMINAL MISCHIEF
Liberty ST     ,1,AGGRAVATED ASSAULT
MACDOUGALL PL,3,CRIMINAL MISCHIEF
MACDOUGALL PL     ,8,CRIMINAL MISCHIEF
MADISON ST,46,LARCENY
MADISON ST ,1,MURDER
MADISON ST   ,5,LARCENY
MADISON ST     ,161,LARCENY
MADISON ST & MONTGOMERY ST        ,1,LARCENY
MADISON ST & S BEECH ST        ,1,ROBBERY
MAGNOLIA ST,37,SIMPLE ASSAULT
MAGNOLIA ST   ,1,BURGLARY
MAGNOLIA ST     ,78,SIMPLE ASSAULT
MAINS,1,AGGRAVATED ASSAULT
MAINS        ,2,CRIMINAL MISCHIEF
MAINS AV,6,AGGRAVATED ASSAULT
MAINS AV ,1,AGGRAVATED ASSAULT
MAINS AV   ,7,LARCENY
MAINS AV     ,19,LARCENY
MAINS AVE,1,SIMPLE ASSAULT
MAINS AVE    ,9,LARCENY
MAKES RD     ,1,SIMPLE ASSAULT
MALCOLM AV,1,SIMPLE ASSAULT
MALCOLM ST,9,SIMPLE ASSAULT
MALCOLM ST     ,12,CRIMINAL MISCHIEF
MALCOM ST     ,2,CRIMINAL MISCHIEF
MALDEN RD,1,LARCENY
MALDEN RD     ,1,ALL OTHER OFFENSES
MALTBIE ST     ,2,LARCENY
MALVERNE        ,1,AGGRAVATED ASSAULT
MALVERNE DR,9,SIMPLE ASSAULT
MALVERNE DR   ,2,MV THEFT
MALVERNE DR     ,27,SIMPLE ASSAULT
MANILLA ST,2,SIMPLE ASSAULT
MANILLA ST     ,4,LARCENY
MANLIUS TOWNLINE RD     ,1,POSSESSION/USE DRUG
MANOR DR,3,LARCENY
MANOR DR     ,6,LARCENY
MAPLE ST,12,CRIMINAL MISCHIEF
MAPLE ST     ,24,SIMPLE ASSAULT
MAPLE TER,26,SIMPLE ASSAULT
MAPLE TER    ,68,CRIMINAL MISCHIEF
MAPLEHURST,2,CRIMINAL MISCHIEF
MAPLEHURST AV,8,LARCENY
MAPLEHURST AV ,1,LARCENY
MAPLEHURST AV   ,4,LARCENY
MAPLEHURST AV     ,16,SIMPLE ASSAULT
MAPLEHURST AVE,1,SIMPLE ASSAULT
MAPLEHURST AVE    ,7,SIMPLE ASSAULT
MAPLEWOOD        ,1,ALL OTHER OFFENSES
MAPLEWOOD AV,2,CRIMINAL MISCHIEF
MAPLEWOOD AV ,1,MV THEFT
MAPLEWOOD AV   ,4,AGGRAVATED ASSAULT
MAPLEWOOD AV     ,8,BURGLARY
MAPLEWOOD AVE,1,LARCENY
MAPLEWOOD AVE  ,1,CRIMINAL MISCHIEF
MAPLEWOOD AVE    ,2,LARCENY
MARCELLUS AV     ,1,SIMPLE ASSAULT
MARCELLUS ST,30,SIMPLE ASSAULT
MARCELLUS ST   ,1,LARCENY
MARCELLUS ST     ,82,LARCENY
MARCIA ST,2,CRIMINAL MISCHIEF
MARCIA ST     ,1,ALL OTHER OFFENSES
MARGINAL ST     ,2,POSSESSION/MARIJUANA
MARGUERITA AV,1,SIMPLE ASSAULT
MARGUERITE,6,CRIMINAL MISCHIEF
MARGUERITE        ,1,POSSESSION/MARIJUANA
MARGUERITE AV,12,SIMPLE ASSAULT
MARGUERITE AV ,1,LARCENY
MARGUERITE AV   ,5,BURGLARY
MARGUERITE AV     ,25,AGGRAVATED ASSAULT
MARGUERITE AVE    ,19,CRIMINAL MISCHIEF
MARIPOSA ST,7,SIMPLE ASSAULT
MARIPOSA ST     ,24,LARCENY
MARIS DR,2,LARCENY
MARIS DR     ,9,SIMPLE ASSAULT
MARJORIE ST     ,2,BURGLARY
MARK        ,1,CRIMINAL MISCHIEF
MARK AV,4,AGGRAVATED ASSAULT
MARK AV   ,1,MV THEFT
MARK AV     ,23,POSSESSION/USE DANGEROUS WEAPONS
MARK AVE    ,5,ALL OTHER OFFENSES
MARKET ST,2,ALL OTHER OFFENSES
MARKET ST   ,1,MV THEFT
MARKLAND,7,SIMPLE ASSAULT
MARKLAND        ,1,SIMPLE ASSAULT
MARKLAND AV,9,LARCENY
MARKLAND AV ,1,MV THEFT
MARKLAND AV   ,5,AGGRAVATED ASSAULT
MARKLAND AV     ,15,CRIMINAL MISCHIEF
MARKLAND AVE,2,CRIMINAL MISCHIEF
MARKLAND AVE    ,2,KIDNAPPING
MARLBOROUGH RD,8,SIMPLE ASSAULT
MARLBOROUGH RD     ,17,SIMPLE ASSAULT
MARLBOROUGH RD & ARNETT AV    ,1,AGGRAVATED ASSAULT
MARLETT ST     ,6,LARCENY
MARQUETTE ST     ,1,LARCENY
MARSDEN RD     ,1,LARCENY
MARSHALL ST,34,SIMPLE ASSAULT
MARSHALL ST   ,3,LARCENY
MARSHALL ST     ,78,LARCENY
MARSHALL ST & WALNUT AV        ,1,LARCENY
MARTHER ST     ,1,OFFN AGAINST FAMILY
MARTIN LURTHER KING      W ,1,ALL OTHER OFFENSES
MARTIN LUTHER KING,1,POSSESSION/MARIJUANA
MARTIN LUTHER KING        ,2,MV THEFT
MARTIN LUTHER KING      E,21,POSSESSION/MARIJUANA
MARTIN LUTHER KING      E ,40,SIMPLE ASSAULT
MARTIN LUTHER KING      W,28,CRIMINAL MISCHIEF
MARTIN LUTHER KING      W ,77,BURGLARY
MARTIN LUTHER KING  E,1,ROBBERY
MARTIN LUTHER KING  E ,1,LARCENY
MARTIN LUTHER KING  W,6,AGGRAVATED ASSAULT
MARTIN LUTHER KING BLVD,2,SIMPLE ASSAULT
MARTIN LUTHER KING BLVD   ,2,AGGRAVATED ASSAULT
MARTIN LUTHER KING BLVD E,1,CRIMINAL MISCHIEF
MARTIN LUTHER KING BLVD E ,1,SIMPLE ASSAULT
MARTIN LUTHER KING BLVD W ,3,LARCENY
MARTIN LUTHER KING DR     ,1,SIMPLE ASSAULT
MARTIN LUTHER KING E        ,1,SIMPLE ASSAULT
MARTIN LUTHER KING EAST        ,1,SIMPLE ASSAULT
MARTIN LUTHER KING Jr. E    ,1,AGGRAVATED ASSAULT
MARTIN LUTHER KING ST     ,1,LARCENY
MARTIN LUTHER KING ST   E ,2,BURGLARY
MARTIN LUTHER KING ST   W ,2,AGGRAVATED ASSAULT
MARTIN LUTHER KING W,1,POSSESSION/MARIJUANA
MARTIN ST,10,MV THEFT
MARTIN ST     ,33,LARCENY
MARTINE LUTHER KING      W,1,POSSESSION/MARIJUANA
MARVIN RD,10,SIMPLE ASSAULT
MARVIN RD     ,21,CRIMINAL MISCHIEF
MARY ST,47,SIMPLE ASSAULT
MARY ST   ,1,LARCENY
MARY ST     ,92,SIMPLE ASSAULT
MARY ST & PARK ST    ,1,AGGRAVATED ASSAULT
MARYLAND        ,1,FORGERY/COUNTERFEIT
MARYLAND AV,6,BURGLARY
MARYLAND AV   ,5,LARCENY
MARYLAND AV     ,14,BURGLARY
MARYLAND AVE,3,CRIMINAL MISCHIEF
MARYLAND AVE  ,1,LARCENY
MARYLAND AVE    ,8,LARCENY
MASSENA ST,29,POSSESSION/MARIJUANA
MASSENA ST     ,26,POSSESSION/MARIJUANA
MASSINA ST,1,POSSESSION/USE DANGEROUS WEAPONS
MATHER ST,21,LARCENY
MATHER ST   ,1,AGGRAVATED ASSAULT
MATHER ST     ,55,LARCENY
MATTY,1,CRIMINAL MISCHIEF
MATTY        ,1,POSSESSION/USE DANGEROUS WEAPONS
MATTY AV,2,FRAUD
MAURICE AV,10,SIMPLE ASSAULT
MAURICE AV   ,2,AGGRAVATED ASSAULT
MAURICE AV     ,21,SIMPLE ASSAULT
MAURICE AVE,1,EXTORTION
MAURICE AVE    ,3,CRIMINAL MISCHIEF
MAVLERNE DR     ,1,SIMPLE ASSAULT
MAXWELL,1,FRAUD
MAXWELL        ,1,SIMPLE ASSAULT
MAXWELL AV,3,BURGLARY
MAXWELL AV   ,1,LARCENY
MAXWELL AV     ,6,DRIVING UNDER INFLUENCE
MAXWELL AVE    ,5,CRIMINAL MISCHIEF
MAXWELL CT,8,LARCENY
MAXWELL CT     ,20,CRIMINAL MISCHIEF
MAY,2,CRIMINAL MISCHIEF
MAY        ,1,CRIMINAL MISCHIEF
MAY AV,8,CRIMINAL MISCHIEF
MAY AV   ,4,MV THEFT
MAY AV     ,15,CRIMINAL MISCHIEF
MAY AVE,1,CRIMINAL MISCHIEF
MAY AVE    ,4,LARCENY
MAY ST     ,1,AGGRAVATED ASSAULT
MAYAR ST,6,BURGLARY
MAYAR ST     ,21,CRIMINAL MISCHIEF
MAYWOOD DR,1,BURGLARY
MAYWOOD DR     ,4,LARCENY
MCALLISTER,1,SIMPLE ASSAULT
MCALLISTER        ,1,SIMPLE ASSAULT
MCALLISTER AV,12,POSSESSION/MARIJUANA
MCALLISTER AV ,1,AGGRAVATED ASSAULT
MCALLISTER AV   ,6,ROBBERY
MCALLISTER AV     ,15,LARCENY
MCALLISTER AVE,3,SIMPLE ASSAULT
MCALLISTER AVE    ,7,SIMPLE ASSAULT
MCCALLISTER AV     ,1,LARCENY
MCCHESNEY PARK DR,1,POSSESSION/MARIJUANA
MCCHESNEY PARK DR   ,1,MV THEFT
MCCLENNAN AV,2,CRIMINAL MISCHIEF
MCCLENNAN DR,1,POSSESSION/MARIJUANA
MCCLURE AV,4,CRIMINAL MISCHIEF
MCCLURE AV   ,1,LARCENY
MCCLURE AV     ,8,CRIMINAL MISCHIEF
MCCLURE AVE,1,SIMPLE ASSAULT
MCCORMICK,1,SIMPLE ASSAULT
MCCORMICK        ,2,ALL OTHER OFFENSES
MCCORMICK AV,1,CRIMINAL MISCHIEF
MCCORMICK AV   ,1,BURGLARY
MCCORMICK AV     ,7,CRIMINAL MISCHIEF
MCCORMICK AVE,2,CRIMINAL MISCHIEF
MCCORMICK AVE    ,6,ALL OTHER OFFENSES
MCDONALD RD,1,CRIMINAL MISCHIEF
MCDONALD RD     ,1,CRIMINAL MISCHIEF
MCKINLEY,7,CRIMINAL MISCHIEF
MCKINLEY        ,2,CRIMINAL MISCHIEF
MCKINLEY AV,25,POSSESSION/MARIJUANA
MCKINLEY AV ,1,AGGRAVATED ASSAULT
MCKINLEY AV   ,17,MV THEFT
MCKINLEY AV     ,38,LARCENY
MCKINLEY AVE,6,CRIMINAL MISCHIEF
MCKINLEY AVE    ,27,SIMPLE ASSAULT
MCLENNAN,7,CRIMINAL MISCHIEF
MCLENNAN        ,2,CRIMINAL MISCHIEF
MCLENNAN AV,19,SIMPLE ASSAULT
MCLENNAN AV   ,3,LARCENY
MCLENNAN AV     ,28,CRIMINAL MISCHIEF
MCLENNAN AVE,2,SIMPLE ASSAULT
MCLENNAN AVE    ,6,LARCENY
MEAD CT,1,ALL OTHER OFFENSES
MEADE CT,1,ALL OTHER OFFENSES
MEADE CT     ,4,BURGLARY
MEADOWBROOK DR,20,SIMPLE ASSAULT
MEADOWBROOK DR   ,1,MV THEFT
MEADOWBROOK DR     ,51,LARCENY
MEADOWBROOK DR & FELLOWS AVE    ,1,MV THEFT
MEDORA PL,1,SIMPLE ASSAULT
MEDORA PL     ,4,CRIMINAL MISCHIEF
MELBOURNE,1,ALL OTHER OFFENSES
MELBOURNE AV,5,BURGLARY
MELBOURNE AV   ,2,BURGLARY
MELBOURNE AV     ,7,BURGLARY
MELBOURNE AVE    ,2,CRIMINAL MISCHIEF
MELROSE,3,SIMPLE ASSAULT
MELROSE        ,2,CRIMINAL MISCHIEF
MELROSE AV,7,CRIMINAL MISCHIEF
MELROSE AV   ,4,LARCENY
MELROSE AV     ,14,CRIMINAL MISCHIEF
MELROSE AVE,4,CRIMINAL MISCHIEF
MELROSE AVE    ,11,CRIMINAL MISCHIEF
MENLO DR,1,LARCENY
MENLO DR     ,7,CRIMINAL MISCHIEF
MERILL ST     ,1,SIMPLE ASSAULT
MERITT AV     ,1,SIMPLE ASSAULT
MERRELL RD     ,3,MV THEFT
MERRIL ST     ,2,MV THEFT
MERRILL AV   ,1,LARCENY
MERRILL ST,8,SIMPLE ASSAULT
MERRILL ST ,1,MURDER
MERRILL ST   ,2,LARCENY
MERRILL ST     ,21,CRIMINAL MISCHIEF
MERRIMAN,26,SIMPLE ASSAULT
MERRIMAN        ,9,POSSESSION/USE DANGEROUS WEAPONS
MERRIMAN AV,168,POSSESSION/MARIJUANA
MERRIMAN AV   ,19,LARCENY
MERRIMAN AV     ,199,POSSESSION/MARIJUANA
MERRIMAN AVE,12,ALL OTHER OFFENSES
MERRIMAN AVE ,1,MURDER
MERRIMAN AVE  ,1,POSSESSION/USE DANGEROUS WEAPONS
MERRIMAN AVE    ,52,CRIMINAL MISCHIEF
MERRIMAN AVE AT S GEDDE ST     ,1,SIMPLE ASSAULT
MERRIMAN ST     ,5,AGGRAVATED ASSAULT
MERRIT AV     ,1,SIMPLE ASSAULT
MERRITT,3,SIMPLE ASSAULT
MERRITT        ,3,SIMPLE ASSAULT
MERRITT AV,2,SIMPLE ASSAULT
MERRITT AV   ,3,MV THEFT
MERRITT AV     ,25,SIMPLE ASSAULT
MERRITT AVE    ,5,CRIMINAL MISCHIEF
MERTENS AV,5,CRIMINAL MISCHIEF
MERTENS AV   ,2,BURGLARY
MERTENS AV     ,5,LARCENY
MERZ AV,4,ALL OTHER OFFENSES
MERZ AV   ,2,BURGLARY
MERZ AV     ,4,SIMPLE ASSAULT
MERZ AVE    ,4,CRIMINAL MISCHIEF
MESSENA ST,1,POSSESSION/USE DANGEROUS WEAPONS
MICHAEL AV,1,OFFN AGAINST FAMILY
MICHAELS,2,ALL OTHER OFFENSES
MICHAELS AV,2,MV THEFT
MICHAELS AV   ,1,MV THEFT
MICHAELS AV     ,5,LARCENY
MICHAELS AVE,1,FRAUD
MICHAELS CIR,1,POSSESSION/USE DRUG
MICHAELS CIR    ,1,CRIMINAL MISCHIEF
MIDLAND,59,SIMPLE ASSAULT
MIDLAND        ,32,SIMPLE ASSAULT
MIDLAND AV,213,POSSESSION/MARIJUANA
MIDLAND AV ,6,LARCENY
MIDLAND AV   ,89,LARCENY
MIDLAND AV     ,482,SIMPLE ASSAULT
MIDLAND AV & HALL AV    ,1,ROBBERY
MIDLAND AV & W KENNEDY ST        ,1,AGGRAVATED ASSAULT
MIDLAND AV & W OSTRANDER AV    ,1,AGGRAVATED ASSAULT
MIDLAND AV & W OSTRANDER AV        ,1,MV THEFT
MIDLAND AV & WARNER AV,1,LARCENY
MIDLAND AVE,18,SIMPLE ASSAULT
MIDLAND AVE ,2,MURDER
MIDLAND AVE  ,1,LARCENY
MIDLAND AVE    ,131,SIMPLE ASSAULT
MIDLAND AVE & W COLVIN ST        ,1,MV THEFT
MIDLAND AVE AT BRIGHTON AV     ,1,SIMPLE ASSAULT
MIDLAND ST   ,1,AGGRAVATED ASSAULT
MIDLER AVE FROM EB I 690 RAMP   ,1,DRIVING UNDER INFLUENCE
MILBURN AV     ,2,AGGRAVATED ASSAULT
MILBURN DR,13,CRIMINAL MISCHIEF
MILBURN DR   ,2,AGGRAVATED ASSAULT
MILBURN DR     ,47,CRIMINAL MISCHIEF
MILDRED,3,SIMPLE ASSAULT
MILDRED        ,2,OFFN AGAINST FAMILY
MILDRED AV,20,SIMPLE ASSAULT
MILDRED AV   ,3,MV THEFT
MILDRED AV     ,35,SIMPLE ASSAULT
MILDRED AVE,3,CRIMINAL MISCHIEF
MILDRED AVE    ,10,CRIMINAL MISCHIEF
MILDRED DR   E ,1,LARCENY
MILES        ,1,SIMPLE ASSAULT
MILES AV,3,CRIMINAL MISCHIEF
MILES AV   ,3,MV THEFT
MILES AV     ,15,LARCENY
MILES AVE,3,ALL OTHER OFFENSES
MILES AVE    ,4,OFFN AGAINST FAMILY
MILFORD CT,1,BURGLARY
MILFORD CT     ,1,LARCENY
MILFORD DR     ,1,LARCENY
MILFORD DR   E,1,SIMPLE ASSAULT
MILFORD DR   E ,1,LARCENY
MILFORD DR   W ,4,CRIMINAL MISCHIEF
MILL RD     ,1,LARCENY
MILNOR,2,BURGLARY
MILNOR        ,1,POSSESSION/USE DANGEROUS WEAPONS
MILNOR AV,5,SIMPLE ASSAULT
MILNOR AV   ,2,LARCENY
MILNOR AV     ,6,CRIMINAL MISCHIEF
MILNOR AVE,1,SIMPLE ASSAULT
MILNOR AVE    ,8,SIMPLE ASSAULT
MILTON,25,CRIMINAL MISCHIEF
MILTON        ,6,CRIMINAL MISCHIEF
MILTON AV,67,SIMPLE ASSAULT
MILTON AV ,1,MURDER
MILTON AV   ,28,AGGRAVATED ASSAULT
MILTON AV     ,154,SIMPLE ASSAULT
MILTON AVE,6,CRIMINAL MISCHIEF
MILTON AVE    ,37,CRIMINAL MISCHIEF
MINERVA ST,10,SIMPLE ASSAULT
MINERVA ST     ,36,SIMPLE ASSAULT
MINNESOTA AV     ,1,FRAUD
MITCHELL AV,3,BURGLARY
MITCHELL AV   ,1,AGGRAVATED ASSAULT
MITCHELL AV     ,10,SIMPLE ASSAULT
MITCHELL AVE    ,9,CRIMINAL MISCHIEF
MLK      E,1,CRIMINAL MISCHIEF
MLK      E ,3,AGGRAVATED ASSAULT
MLK      W ,2,ALL OTHER OFFENSES
MLK    WEST,1,LARCENY
MONROE ST,1,CRIMINAL MISCHIEF
MONROE ST     ,1,POSSESSION/MARIJUANA
MONTANA ST     ,1,CRIMINAL MISCHIEF
MONTGMOERY ST,1,MV THEFT
MONTGOMERY AV     ,1,LARCENY
MONTGOMERY ST,55,LARCENY
MONTGOMERY ST   ,6,LARCENY
MONTGOMERY ST     ,167,LARCENY
MONTICELLO DR,1,SIMPLE ASSAULT
MONTICELLO DR     ,4,AGGRAVATED ASSAULT
MONTICELLO DR   N,3,LARCENY
MONTICELLO DR   N ,20,CRIMINAL MISCHIEF
MONTICELLO DR   S,4,SIMPLE ASSAULT
MONTICELLO DR   S ,5,SIMPLE ASSAULT
MOONEY,1,CRIMINAL MISCHIEF
MOONEY        ,2,SIMPLE ASSAULT
MOONEY AV,7,BURGLARY
MOONEY AV   ,2,LARCENY
MOONEY AV     ,17,MV THEFT
MOONEY AVE,1,ALL OTHER OFFENSES
MOONEY AVE    ,11,SIMPLE ASSAULT
MOONEY ST     ,2,CRIMINAL MISCHIEF
MOORE,7,SIMPLE ASSAULT
MOORE        ,5,SIMPLE ASSAULT
MOORE ARPT   ,1,LARCENY
MOORE AV,15,LARCENY
MOORE AV   ,7,LARCENY
