clean_address,crime_count,most_frequent_crime
SNELL TER    ,1,LARCENY
SNYDER AV     ,1,LARCENY
SNYDER AVE,1,ALL OTHER OFFENSES
SOLAR ST,38,LARCENY
SOLAR ST     ,56,LARCENY
SOLAR ST & HIAWATHA BLVD W,1,LARCENY
SOMERSET RD,1,ALL OTHER OFFENSES
SOMERSET RD     ,2,BURGLARY
SOUTH,29,CRIMINAL MISCHIEF
SOUTH        ,18,SIMPLE ASSAULT
SOUTH AC,1,LARCENY
SOUTH AT EXIT 17        ,1,AGGRAVATED ASSAULT
SOUTH AV,268,POSSESSION/MARIJUANA
SOUTH AV ,6,MURDER
SOUTH AV   ,62,LARCENY
SOUTH AV     ,480,SIMPLE ASSAULT
SOUTH AVE,20,SIMPLE ASSAULT
SOUTH AVE ,1,MURDER
SOUTH AVE    ,109,SIMPLE ASSAULT
SOUTH AVE        ,1,ARSON
SOUTH AVE AND TALLMAN ST,1,SIMPLE ASSAULT
SOUTH AVE/ CENTENNIAL DR     ,1,SIMPLE ASSAULT
SOUTH BAY RD,1,POSSESSION/USE DRUG
SOUTH ST,1,SIMPLE ASSAULT
SPAULDING,2,OFFN AGAINST FAMILY
SPAULDING AV,3,LARCENY
SPAULDING AV   ,3,LARCENY
SPAULDING AV     ,3,BURGLARY
SPAULDING AVE,2,CRIMINAL MISCHIEF
SPAULDING AVE    ,3,OFFN AGAINST FAMILY
SPENCER ST,26,CRIMINAL MISCHIEF
SPENCER ST     ,54,LARCENY
SPENCER ST & GENANT DR        ,1,ROBBERY
SPRING        ,1,BURGLARY
SPRING ST,77,SIMPLE ASSAULT
SPRING ST ,1,AGGRAVATED ASSAULT
SPRING ST   ,2,SIMPLE ASSAULT
SPRING ST     ,290,SIMPLE ASSAULT
SPRING ST AND BEAR ST     ,1,SIMPLE ASSAULT
SPRINGBROOK AV,1,OFFN AGAINST FAMILY
SPRINGBROOK AV   ,2,LARCENY
SPRINGBROOK AV     ,2,CRIMINAL MISCHIEF
SPRINGBROOK AVE    ,2,CRIMINAL MISCHIEF
SPRINGFIELD RD,5,SIMPLE ASSAULT
SPRINGFIELD RD   ,1,BURGLARY
SPRINGFIELD RD     ,5,ALL OTHER OFFENSES
ST ANN DR     ,1,CRIMINAL MISCHIEF
ST ANNE DR,2,CRIMINAL MISCHIEF
ST ANNE DR   ,1,LARCENY
ST ANNE DR     ,6,CRIMINAL MISCHIEF
ST AUGUSTINE        ,1,SIMPLE ASSAULT
ST LOUIS,1,ALL OTHER OFFENSES
ST LOUIS        ,2,ALL OTHER OFFENSES
ST LOUIS AV,3,OFFN AGAINST FAMILY
ST LOUIS AV   ,3,MV THEFT
ST LOUIS AV     ,12,LARCENY
ST LOUIS AVE,1,CRIMINAL MISCHIEF
ST LOUIS AVE    ,1,CRIMINAL MISCHIEF
ST MARKS AV     ,2,SIMPLE ASSAULT
ST MARYS TER,1,CRIMINAL MISCHIEF
ST MARYS TER    ,1,LARCENY
STADIUM PL,3,LARCENY
STADIUM PL   ,1,LARCENY
STADIUM PL     ,29,LARCENY
STAFFORD,4,SIMPLE ASSAULT
STAFFORD        ,1,CRIMINAL MISCHIEF
STAFFORD AV,20,SIMPLE ASSAULT
STAFFORD AV   ,6,MV THEFT
STAFFORD AV     ,44,LARCENY
STAFFORD AVE    ,8,LARCENY
STAFFORD ST     ,1,LARCENY
STANDART ST,2,LARCENY
STANDART ST     ,6,LARCENY
STANDISH DR,5,LARCENY
STANDISH DR     ,9,BURGLARY
STATE FAIR BLVD,30,CRIMINAL MISCHIEF
STATE FAIR BLVD   ,99,SIMPLE ASSAULT
STATE FAIR BLVD FROM RAMP,1,ALL OTHER OFFENSES
STATEFAIR BLVD,1,CRIMINAL MISCHIEF
STEDMAN ST,2,CRIMINAL MISCHIEF
STEDMAN ST     ,6,SIMPLE ASSAULT
STERLING,1,POSSESSION/USE DANGEROUS WEAPONS
STERLING        ,1,POSSESSION/USE DANGEROUS WEAPONS
STERLING AV,8,POSSESSION/MARIJUANA
STERLING AV     ,18,CRIMINAL MISCHIEF
STERLING AVE    ,1,CRIMINAL MISCHIEF
STEUBEN ST,32,SIMPLE ASSAULT
STEUBEN ST   ,2,MURDER
STEUBEN ST     ,94,SIMPLE ASSAULT
STEVENS,1,CRIMINAL MISCHIEF
STEVENS AV     ,2,ALL OTHER OFFENSES
STEVENS AVE    ,3,CRIMINAL MISCHIEF
STEVENS PL,7,CRIMINAL MISCHIEF
STEVENS PL   ,1,MV THEFT
STEVENS PL     ,7,SIMPLE ASSAULT
STEWART CT,39,POSSESSION/MARIJUANA
STEWART CT   ,1,LARCENY
STEWART CT     ,47,SIMPLE ASSAULT
STEWART WATER TANK DRWY,1,ALL OTHER OFFENSES
STEWERT CT,1,SIMPLE ASSAULT
STILLWELL CIR    ,1,ALL OTHER OFFENSES
STINARD,3,POSSESSION/USE DANGEROUS WEAPONS
STINARD        ,1,SIMPLE ASSAULT
STINARD AV,13,LARCENY
STINARD AV   ,9,LARCENY
STINARD AV     ,28,BURGLARY
STINARD AV & GORDON AV    ,1,MV THEFT
STINARD AVE,4,CRIMINAL MISCHIEF
STINARD AVE    ,10,LARCENY
STOLP,7,SIMPLE ASSAULT
STOLP        ,1,CRIMINAL MISCHIEF
STOLP AV,24,CRIMINAL MISCHIEF
STOLP AV   ,9,MV THEFT
STOLP AV     ,55,LARCENY
STOLP AV & HUBBELL AV,1,MV THEFT
STOLP AVE,2,LARCENY
STOLP AVE    ,25,CRIMINAL MISCHIEF
STOLP AVE & HUBBELL AVE                                                            ,1,MV THEFT
STOLPE AV     ,1,CRIMINAL MISCHIEF
STONE CT,18,POSSESSION/MARIJUANA
STONE CT     ,39,AGGRAVATED ASSAULT
STONE CT   S,1,ALL OTHER OFFENSES
STRAND PL,4,AGGRAVATED ASSAULT
STRAND PL   ,2,AGGRAVATED ASSAULT
STRAND PL     ,18,CRIMINAL MISCHIEF
STRATFORD ST,4,BURGLARY
STRATFORD ST   ,1,ROBBERY
STRATFORD ST     ,12,LARCENY
STRATHMORE DR,4,CRIMINAL MISCHIEF
STRATHMORE DR     ,22,LARCENY
STRONG AV,6,LARCENY
STRONG AV     ,4,LARCENY
STRONG AVE    ,1,SIMPLE ASSAULT
STUART CT     ,2,CRIMINAL MISCHIEF
STUBEN ST,1,AGGRAVATED ASSAULT
SUMMER AV     ,1,LARCENY
SUMMIT,1,CRIMINAL MISCHIEF
SUMMIT        ,2,CRIMINAL MISCHIEF
SUMMIT AV,16,CRIMINAL MISCHIEF
SUMMIT AV   ,10,LARCENY
SUMMIT AV     ,32,LARCENY
SUMMIT AVE,1,CRIMINAL MISCHIEF
SUMMIT AVE    ,18,SIMPLE ASSAULT
SUMNER,2,BURGLARY
SUMNER AV,21,CRIMINAL MISCHIEF
SUMNER AV   ,9,LARCENY
SUMNER AV     ,29,LARCENY
SUMNER AVE,5,LARCENY
SUMNER AVE    ,20,LARCENY
SUNHILL DR     ,1,FRAUD
SUNHILL TER    ,3,LARCENY
SUNNYCREST RD,21,SIMPLE ASSAULT
SUNNYCREST RD   ,1,LARCENY
SUNNYCREST RD     ,38,LARCENY
SUNNYSIDE PARK RD     ,1,LARCENY
SUNNYSIDE RD,1,SIMPLE ASSAULT
SUNRICE DR     ,1,CRIMINAL MISCHIEF
SUNRIDGE AVE    ,1,ALL OTHER OFFENSES
SUNRISE DR,4,SIMPLE ASSAULT
SUNRISE DR     ,21,LARCENY
SUNSET,7,SIMPLE ASSAULT
SUNSET        ,2,CRIMINAL MISCHIEF
SUNSET AV,11,CRIMINAL MISCHIEF
SUNSET AV ,1,MURDER
SUNSET AV   ,8,AGGRAVATED ASSAULT
SUNSET AV     ,37,SIMPLE ASSAULT
SUNSET AVE,4,AGGRAVATED ASSAULT
SUNSET AVE    ,10,SIMPLE ASSAULT
SUNSTRUCK AV     ,1,CRIMINAL MISCHIEF
SUNSTRUCK DR,3,CRIMINAL MISCHIEF
SUNSTRUCK DR     ,15,LARCENY
SWANSEA,1,CRIMINAL MISCHIEF
SWANSEA AV,1,POSSESSION/MARIJUANA
SWANSEA DR,6,LARCENY
SWANSEA DR     ,24,BURGLARY
SWEETING ST,7,SIMPLE ASSAULT
SWEETING ST     ,17,SIMPLE ASSAULT
SYRACUSE ST,1,BURGLARY
SYRACUSE ST     ,1,LARCENY
Salina S St   ,1,ROBBERY
Salina St   ,2,LARCENY
Spring St   ,1,ROBBERY
Sunnycrest Rd & Hickok Ave        ,1,MV THEFT
TAFT,11,CRIMINAL MISCHIEF
TAFT        ,3,OFFN AGAINST FAMILY
TAFT AV,24,SIMPLE ASSAULT
TAFT AV   ,14,LARCENY
TAFT AV     ,34,AGGRAVATED ASSAULT
TAFT AVE,2,CRIMINAL MISCHIEF
TAFT AVE    ,23,SIMPLE ASSAULT
TAFT RD,1,SIMPLE ASSAULT
TAFT RD     ,2,CRIMINAL MISCHIEF
TAFT VINELAND RD,1,SIMPLE ASSAULT
TALLMAN,1,ALL OTHER OFFENSES
TALLMAN AV,1,POSSESSION/MARIJUANA
TALLMAN AV     ,1,OFFN AGAINST FAMILY
TALLMAN ST,61,POSSESSION/MARIJUANA
TALLMAN ST   ,1,LARCENY
TALLMAN ST     ,115,SIMPLE ASSAULT
TALLMAN ST & S SALINA ST                                                           ,1,AGGRAVATED ASSAULT
TALMAN ST     ,1,BURGLARY
TAMPLE,1,ALL OTHER OFFENSES
TEAL,1,SIMPLE ASSAULT
TEAL        ,1,OFFN AGAINST FAMILY
TEAL AV,1,CRIMINAL MISCHIEF
TEAL AV     ,6,CRIMINAL MISCHIEF
TEAL AVE    ,1,SIMPLE ASSAULT
TEALL,14,CRIMINAL MISCHIEF
TEALL        ,15,SIMPLE ASSAULT
TEALL AV,66,SIMPLE ASSAULT
TEALL AV ,1,MV THEFT
TEALL AV   ,42,BURGLARY
TEALL AV     ,142,SIMPLE ASSAULT
TEALL AV & GRANT BLVD        ,1,AGGRAVATED ASSAULT
TEALL AVE,11,CRIMINAL MISCHIEF
TEALL AVE    ,56,CRIMINAL MISCHIEF
TEALL AVE        ,1,CRIMINAL MISCHIEF
TECUMSEH ST     ,1,LARCENY
TEJAH AV   ,1,MV THEFT
TEJAH AV     ,3,MV THEFT
TEMPLE,1,ALL OTHER OFFENSES
TEMPLE PL,5,CRIMINAL MISCHIEF
TEMPLE PL     ,15,BURGLARY
TEMPLE ST,20,ALL OTHER OFFENSES
TEMPLE ST     ,39,SIMPLE ASSAULT
TENNYSON,6,CRIMINAL MISCHIEF
TENNYSON        ,1,OFFN AGAINST FAMILY
TENNYSON AV,20,SIMPLE ASSAULT
TENNYSON AV ,1,LARCENY
TENNYSON AV   ,12,LARCENY
TENNYSON AV     ,46,LARCENY
TENNYSON AVE,1,CRIMINAL MISCHIEF
TENNYSON AVE    ,25,LARCENY
TENTERDEN DR     ,1,SIMPLE ASSAULT
TERRACE RD     ,3,LARCENY
TEX SIMONE DR,1,POSSESSION/MARIJUANA
TEX SIMONE DR     ,5,SIMPLE ASSAULT
THAYER AV     ,1,ROBBERY
THAYER ST,1,SIMPLE ASSAULT
THAYER ST     ,7,LARCENY
THOMPSON RD,4,ALL OTHER OFFENSES
THOMPSON RD   ,1,LARCENY
THOMPSON RD FROM EB  RAMP,1,POSSESSION/MARIJUANA
THORDEN PARK DR     ,1,POSSESSION/USE DANGEROUS WEAPONS
THORNDEN PARK DR,2,LARCENY
THORNDEN PARK DR     ,1,LARCENY
THORNDEN PARK DRWY,1,POSSESSION/MARIJUANA
THORNDEN PARK DRWY   ,2,CRIMINAL MISCHIEF
THURBER ST,13,CRIMINAL MISCHIEF
THURBER ST   ,2,AGGRAVATED ASSAULT
THURBER ST     ,69,SIMPLE ASSAULT
THURGOOD TER,5,CRIMINAL MISCHIEF
THURGOOD TER   ,1,AGGRAVATED ASSAULT
THURGOOD TER    ,11,CRIMINAL MISCHIEF
THURLOW DR,3,CRIMINAL MISCHIEF
THURLOW DR     ,3,LARCENY
TIGRIS RIVER VALLEY RD     ,1,LARCENY
TIOGA ST,20,AGGRAVATED ASSAULT
TIOGA ST     ,26,POSSESSION/MARIJUANA
TIPPERARY HILL        ,1,OFFN AGAINST FAMILY
TITUS AL,3,BURGLARY
TITUS AL     ,13,SIMPLE ASSAULT
TITUS ALY    ,1,SIMPLE ASSAULT
TOMAHAWK ST,1,MV THEFT
TOMPKINS ST,20,SIMPLE ASSAULT
TOMPKINS ST   ,5,MV THEFT
TOMPKINS ST     ,70,SIMPLE ASSAULT
TOWER S   ,1,AGGRAVATED ASSAULT
TOWERS LN,9,CRIMINAL MISCHIEF
TOWERS LN     ,16,CRIMINAL MISCHIEF
TOWNHOUSE DR,1,BURGLARY
TOWNSEND PL,1,LARCENY
TOWNSEND PL     ,7,SIMPLE ASSAULT
TOWNSEND ST,1,AGGRAVATED ASSAULT
TOWNSEND ST     ,4,SIMPLE ASSAULT
TRACY ST,4,CRIMINAL MISCHIEF
TRACY ST     ,4,LARCENY
TRELIGN DR     ,1,MV THEFT
TRINITY LN,1,MV THEFT
TRINITY PL,5,BURGLARY
TRINITY PL     ,6,LARCENY
TRUTH TER,3,CRIMINAL MISCHIEF
TRUTH TER    ,8,LARCENY
TULLY ST,63,SIMPLE ASSAULT
TULLY ST   ,2,LARCENY
TULLY ST     ,154,SIMPLE ASSAULT
TURTLE ST,70,SIMPLE ASSAULT
TURTLE ST ,2,MURDER
TURTLE ST     ,184,SIMPLE ASSAULT
TURTLE ST & FIRST NORTH ST        ,1,ROBBERY
TURTLE ST & SPRING ST        ,1,ROBBERY
TWIN HILLS DR,5,LARCENY
TWIN HILLS DR     ,13,BURGLARY
TYLER CT,21,SIMPLE ASSAULT
TYLER CT     ,56,SIMPLE ASSAULT
TYSON PL,10,SIMPLE ASSAULT
TYSON PL     ,33,SIMPLE ASSAULT
ULSTER AV     ,2,BURGLARY
ULSTER ST,19,SIMPLE ASSAULT
ULSTER ST   ,1,AGGRAVATED ASSAULT
ULSTER ST     ,52,SIMPLE ASSAULT
UNION,4,ALL OTHER OFFENSES
UNION AV,6,LARCENY
UNION AV   ,1,MV THEFT
UNION AV     ,10,SIMPLE ASSAULT
UNION AVE,1,SIMPLE ASSAULT
UNION AVE    ,6,SIMPLE ASSAULT
UNION PL,13,CRIMINAL MISCHIEF
UNION PL     ,46,LARCENY
UNIVERSITY,7,LARCENY
UNIVERSITY    ,1,LARCENY
UNIVERSITY        ,3,LARCENY
UNIVERSITY AV,33,LARCENY
UNIVERSITY AV ,1,BURGLARY
UNIVERSITY AV   ,50,LARCENY
UNIVERSITY AV     ,68,LARCENY
UNIVERSITY AVE,2,CRIMINAL MISCHIEF
UNIVERSITY AVE    ,30,CRIMINAL MISCHIEF
UNIVERSITY PL,9,LARCENY
UNIVERSITY PL     ,46,LARCENY
UNK        ,1,SIMPLE ASSAULT
UNKNOWN,11,AGGRAVATED ASSAULT
UNKNOWN  ,2,AGGRAVATED ASSAULT
UNKNOWN    ,38,LARCENY
UNKNOWN        ,47,AGGRAVATED ASSAULT
UNKNOWN INCIDENT        ,1,SIMPLE ASSAULT
UPLAND DR,1,SIMPLE ASSAULT
UPLAND RD,4,CRIMINAL MISCHIEF
UPLAND RD   ,1,MV THEFT
UPLAND RD     ,10,MV THEFT
UPPER ONONDAGA PARK,1,POSSESSION/MARIJUANA
VALE ST,1,LARCENY
VALE ST     ,2,CRIMINAL MISCHIEF
VALLEY DR,132,SIMPLE ASSAULT
VALLEY DR   ,9,BURGLARY
VALLEY DR     ,418,SIMPLE ASSAULT
VALLEY DR & BALLANTYNE RD    ,1,MV THEFT
VALLEY DR & MARVIN RD        ,1,AGGRAVATED ASSAULT
VALLEY DR & W SENECA TPKE                                                          ,1,LARCENY
VALLEY VIEW DR,6,ALL OTHER OFFENSES
VALLEY VIEW DR   ,1,MV THEFT
VALLEY VIEW DR     ,15,CRIMINAL MISCHIEF
VAN BUREN DR     ,1,BURGLARY
VAN BUREN ST,15,LARCENY
VAN BUREN ST   ,5,LARCENY
VAN BUREN ST     ,58,LARCENY
VAN RENSSELAER ST,11,LARCENY
VAN RENSSELAER ST   ,1,AGGRAVATED ASSAULT
VAN RENSSELAER ST     ,32,LARCENY
VAN RENSSELAER ST & W KIRKPATRICK ST        ,1,AGGRAVATED ASSAULT
VANBUREN ST     ,1,LARCENY
VANN ST,13,CRIMINAL MISCHIEF
VANN ST     ,42,LARCENY
VANN ST & DILLAYE AV        ,1,AGGRAVATED ASSAULT
VANN ST & GREENWAY AV    ,1,LARCENY
VANRENSSELAER ST,1,BURGLARY
VANRENSSELAER ST     ,3,AGGRAVATED ASSAULT
VANRENSSELEAR ST     ,1,LARCENY
VELASKO RD,5,AGGRAVATED ASSAULT
VELASKO RD   ,1,LARCENY
VELASKO RD     ,27,LARCENY
VELASKO RD & ROWLAND ST    ,1,ROBBERY
VERA HOUSE,1,OFFN AGAINST FAMILY
VICTORIA PL,3,LARCENY
VICTORIA PL     ,18,LARCENY
VIEAU DR     ,1,FRAUD
VILLAGE DR,72,SIMPLE ASSAULT
VILLAGE DR ,2,LARCENY
VILLAGE DR   ,3,LARCENY
VILLAGE DR     ,244,SIMPLE ASSAULT
VILLAGE DRIVE EXT,1,POSSESSION/MARIJUANA
VILLAGE DRIVE EXT    ,5,CRIMINAL MISCHIEF
VILLAGE RD     ,1,ROBBERY
VILLIAGE DR,1,CRIMINAL MISCHIEF
VILLIAGE DR     ,1,AGGRAVATED ASSAULT
VINCENT ST,3,BURGLARY
VINCENT ST     ,21,SIMPLE ASSAULT
VINE ST,27,SIMPLE ASSAULT
VINE ST     ,52,SIMPLE ASSAULT
W  ADAMS ST,2,LARCENY
W  ADAMS ST     ,4,ALL OTHER OFFENSES
W  BEAR ST,4,ALL OTHER OFFENSES
W  BEAR ST     ,9,CRIMINAL MISCHIEF
W  BEARD,16,SIMPLE ASSAULT
W  BEARD        ,2,CRIMINAL MISCHIEF
W  BEARD AND LANDON AV,1,ROBBERY
W  BEARD AV,36,POSSESSION/MARIJUANA
W  BEARD AV   ,3,LARCENY
W  BEARD AV     ,47,SIMPLE ASSAULT
W  BEARD AVE,12,CRIMINAL MISCHIEF
W  BEARD AVE    ,28,SIMPLE ASSAULT
W  BEARD ST,1,CRIMINAL MISCHIEF
W  BEARD ST     ,3,SIMPLE ASSAULT
W  BELDEN,12,CRIMINAL MISCHIEF
W  BELDEN        ,3,ALL OTHER OFFENSES
W  BELDEN AV,25,SIMPLE ASSAULT
W  BELDEN AV   ,7,LARCENY
W  BELDEN AV     ,52,LARCENY
W  BELDEN AVE,11,SIMPLE ASSAULT
W  BELDEN AVE  ,1,LARCENY
W  BELDEN AVE    ,23,SIMPLE ASSAULT
W  BELDON,2,SIMPLE ASSAULT
W  BISSELL ST,40,POSSESSION/MARIJUANA
W  BISSELL ST     ,57,SIMPLE ASSAULT
W  BORDEN,7,POSSESSION/USE DANGEROUS WEAPONS
W  BORDEN        ,5,CRIMINAL MISCHIEF
W  BORDEN AV,19,POSSESSION/MARIJUANA
W  BORDEN AV     ,45,SIMPLE ASSAULT
W  BORDEN AVE,2,BURGLARY
W  BORDEN AVE    ,19,CRIMINAL MISCHIEF
W  BORDEN ST     ,3,CRIMINAL MISCHIEF
W  BRIGHTON,18,SIMPLE ASSAULT
W  BRIGHTON        ,11,SIMPLE ASSAULT
W  BRIGHTON AV,66,CRIMINAL MISCHIEF
W  BRIGHTON AV   ,7,AGGRAVATED ASSAULT
W  BRIGHTON AV     ,127,SIMPLE ASSAULT
W  BRIGHTON AVE,11,SIMPLE ASSAULT
W  BRIGHTON AVE    ,35,OFFN AGAINST FAMILY
W  CALTHROP,10,CRIMINAL MISCHIEF
W  CALTHROP        ,3,SIMPLE ASSAULT
W  CALTHROP AV,61,SIMPLE ASSAULT
W  CALTHROP AV     ,91,SIMPLE ASSAULT
W  CALTHROP AVE,4,SIMPLE ASSAULT
W  CALTHROP AVE    ,47,POSSESSION/USE DANGEROUS WEAPONS
W  CHELTENHAM RD,1,OFFN AGAINST FAMILY
W  CHELTENHAM RD     ,4,MV THEFT
W  COLVIN,1,SIMPLE ASSAULT
W  COLVIN AV     ,1,AGGRAVATED ASSAULT
W  COLVIN ST,155,SIMPLE ASSAULT
W  COLVIN ST     ,296,SIMPLE ASSAULT
W  CORNING,8,SIMPLE ASSAULT
W  CORNING        ,4,SIMPLE ASSAULT
W  CORNING AV,28,POSSESSION/MARIJUANA
W  CORNING AV   ,2,AGGRAVATED ASSAULT
W  CORNING AV     ,37,SIMPLE ASSAULT
W  CORNING AVE,5,CRIMINAL MISCHIEF
W  CORNING AVE    ,26,SIMPLE ASSAULT
W  COURT ST,3,LARCENY
W  COURT ST     ,8,CRIMINAL MISCHIEF
W  DIVISION ST,11,LARCENY
W  DIVISION ST     ,32,LARCENY
W  END DR     ,1,OFFN AGAINST FAMILY
W  ERIE BLVD,5,CRIMINAL MISCHIEF
W  ERIE BLVD   ,4,LARCENY
W  FAYETTE BLVD   ,1,LARCENY
W  FAYETTE SCH    ,1,LARCENY
W  FAYETTE ST,205,LARCENY
W  FAYETTE ST     ,388,LARCENY
W  FAYETTE ST & S CLINTON ST     ,1,ALL OTHER OFFENSES
W  FLORENCE,1,BURGLARY
W  FLORENCE        ,1,SIMPLE ASSAULT
W  FLORENCE AV,8,AGGRAVATED ASSAULT
W  FLORENCE AV     ,11,SIMPLE ASSAULT
W  FLORENCE AVE    ,9,CRIMINAL MISCHIEF
W  FRANKLIN ST     ,1,POSSESSION/MARIJUANA
W  GENESEE        ,1,CRIMINAL MISCHIEF
W  GENESEE ST,252,CRIMINAL MISCHIEF
W  GENESEE ST   ,3,LARCENY
W  GENESEE ST     ,711,LARCENY
W  GENESEE ST AT DEWY AV     ,1,SIMPLE ASSAULT
W  GENESSE ST,1,AGGRAVATED ASSAULT
W  GENESSE ST     ,1,AGGRAVATED ASSAULT
W  GENESSEE ST,1,CRIMINAL MISCHIEF
W  GENESSEE ST     ,1,LARCENY
W  GENSEEE ST     ,1,LARCENY
W  GLEN,1,CRIMINAL MISCHIEF
W  GLEN AV,5,CRIMINAL MISCHIEF
W  GLEN AV     ,12,LARCENY
W  GLEN AVE    ,7,CRIMINAL MISCHIEF
W  GLENN AV     ,1,SIMPLE ASSAULT
W  HEMAN ST,1,POSSESSION/USE DRUG
W  HIAWATHA BLVD   ,5,LARCENY
W  I 690        ,1,AGGRAVATED ASSAULT
W  JEFFERSON ST,50,ALL OTHER OFFENSES
W  JEFFERSON ST     ,73,LARCENY
W  KENNEDY ST,73,SIMPLE ASSAULT
W  KENNEDY ST     ,116,SIMPLE ASSAULT
W  KENNEDY TER    ,1,LARCENY
W  KIRKPATRICK ST,13,SIMPLE ASSAULT
W  KIRKPATRICK ST     ,40,LARCENY
W  LAFAYETTE,9,SIMPLE ASSAULT
W  LAFAYETTE        ,6,SIMPLE ASSAULT
W  LAFAYETTE AV,76,POSSESSION/MARIJUANA
W  LAFAYETTE AV   ,8,LARCENY
W  LAFAYETTE AV     ,116,SIMPLE ASSAULT
W  LAFAYETTE AVE,11,CRIMINAL MISCHIEF
W  LAFAYETTE AVE  ,1,LARCENY
W  LAFAYETTE AVE    ,46,CRIMINAL MISCHIEF
W  LAFAYETTE RD,1,CRIMINAL MISCHIEF
W  LAFAYETTE RD     ,1,MV THEFT
W  LAFAYETTE ST,1,LARCENY
W  LAFAYETTE ST     ,6,AGGRAVATED ASSAULT
W  LAFEYETTE,1,CRIMINAL MISCHIEF
W  LODI ST     ,1,POSSESSION/USE DANGEROUS WEAPONS
W  LYNHURST        ,3,CRIMINAL MISCHIEF
W  LYNHURST AV,14,ALL OTHER OFFENSES
W  LYNHURST AV   ,1,AGGRAVATED ASSAULT
W  LYNHURST AV     ,25,BURGLARY
W  LYNHURST AVE,1,CRIMINAL MISCHIEF
W  LYNHURST AVE   ,1,LARCENY
W  LYNHURST AVE    ,6,CRIMINAL MISCHIEF
W  LYNHURST ST,1,POSSESSION/MARIJUANA
W  MARCELLUS ST,10,SIMPLE ASSAULT
W  MARCELLUS ST     ,5,CRIMINAL MISCHIEF
W  MARTIN LUTHER KING,1,SIMPLE ASSAULT
W  MARTIN LUTHER KING        ,3,BURGLARY
W  MARTIN LUTHER KING AV,1,SIMPLE ASSAULT
W  MARTIN LUTHER KING BLVD   ,1,AGGRAVATED ASSAULT
W  MARTIN LUTHER KING DR     ,1,AGGRAVATED ASSAULT
W  MARTIN LUTHER KING ST     ,1,POSSESSION/MARIJUANA
W  MARTIN LUTHER KING ST   W ,1,CRIMINAL MISCHIEF
W  MATSON,4,SIMPLE ASSAULT
W  MATSON        ,3,POSSESSION/USE DANGEROUS WEAPONS
W  MATSON AV,20,CRIMINAL MISCHIEF
W  MATSON AV   ,3,BURGLARY
W  MATSON AV     ,46,SIMPLE ASSAULT
W  MATSON AVE,5,CRIMINAL MISCHIEF
W  MATSON AVE  ,1,LARCENY
W  MATSON AVE    ,20,SIMPLE ASSAULT
W  MATSON ST,1,POSSESSION/MARIJUANA
W  MATSON ST     ,2,AGGRAVATED ASSAULT
W  NEWALL ST,1,SIMPLE ASSAULT
W  NEWELL AV     ,1,SIMPLE ASSAULT
W  NEWELL ST,79,SIMPLE ASSAULT
W  NEWELL ST   ,1,LARCENY
W  NEWELL ST     ,220,SIMPLE ASSAULT
W  ONONDAGA,1,SIMPLE ASSAULT
W  ONONDAGA        ,2,LARCENY
W  ONONDAGA AV,5,SIMPLE ASSAULT
W  ONONDAGA AV     ,8,BURGLARY
W  ONONDAGA BLVD,1,OFFN AGAINST FAMILY
W  ONONDAGA BLVD   ,6,BURGLARY
W  ONONDAGA ST,379,SIMPLE ASSAULT
W  ONONDAGA ST   ,1,LARCENY
W  ONONDAGA ST     ,928,SIMPLE ASSAULT
W  ONONDAGE ST     ,1,BURGLARY
W  ONONDGA ST     ,1,LARCENY
W  ONONDOGA AV     ,1,POSSESSION/USE DANGEROUS WEAPONS
W  OSTANDER AV     ,1,POSSESSION/MARIJUANA
W  OSTRANDER,16,SIMPLE ASSAULT
W  OSTRANDER        ,15,CRIMINAL MISCHIEF
W  OSTRANDER AV,72,SIMPLE ASSAULT
W  OSTRANDER AV   ,3,LARCENY
W  OSTRANDER AV     ,131,SIMPLE ASSAULT
W  OSTRANDER AVE,7,CRIMINAL MISCHIEF
W  OSTRANDER AVE    ,39,CRIMINAL MISCHIEF
W  PLEASANT,4,OFFN AGAINST FAMILY
W  PLEASANT        ,6,CRIMINAL MISCHIEF
W  PLEASANT AV,43,SIMPLE ASSAULT
W  PLEASANT AV   ,2,MV THEFT
W  PLEASANT AV     ,60,SIMPLE ASSAULT
W  PLEASANT AVE,7,SIMPLE ASSAULT
W  PLEASANT AVE    ,19,SIMPLE ASSAULT
W  PLEASANT ST,2,POSSESSION/MARIJUANA
W  PLEASANT ST     ,3,LARCENY
W  SENECA DR     ,1,SIMPLE ASSAULT
W  SENECA TPKE,58,LARCENY
W  SENECA TPKE   ,149,LARCENY
W  TAYLOR ST,10,CRIMINAL MISCHIEF
W  TAYLOR ST     ,14,BURGLARY
W  WARRINGTON RD,3,CRIMINAL MISCHIEF
W  WARRINGTON RD     ,4,LARCENY
W  WASHINGTON ST,7,LARCENY
W  WASHINGTON ST   ,1,LARCENY
W  WASHINGTON ST     ,24,LARCENY
W  WATER ST,9,CRIMINAL MISCHIEF
W  WATER ST     ,32,LARCENY
W  WILLOW ST,8,LARCENY
W  WILLOW ST     ,25,LARCENY
W ADAMS ST & S CLINTON ST,1,LARCENY
W BEAR ST   ,2,LARCENY
W BEAR ST & VAN RENSSELAER ST        ,1,MV THEFT
W BEARD AV ,1,MURDER
W BEARD AV   ,12,LARCENY
W BELDEN AV ,1,BURGLARY
W BELDEN AV   ,15,LARCENY
